Date,Close
2012-01-01,14.78943920135498
2012-01-08,14.924805641174316
2012-01-15,15.293280601501465
2012-01-22,15.218080520629883
2012-01-29,15.548969268798828
2012-02-05,15.516373634338379
2012-02-12,15.661765098571777
2012-02-19,14.736800193786621
2012-02-26,14.791947364807129
2012-03-04,15.060160636901855
2012-03-11,15.352749824523926
2012-03-18,15.330038070678711
2012-03-25,15.443588256835938
2012-04-01,15.309845924377441
2012-04-08,15.082734107971191
2012-04-15,15.759027481079102
2012-04-22,14.896001815795898
2012-04-29,14.812726974487305
2012-05-06,14.994417190551758
2012-05-13,15.86088752746582
2012-05-20,16.592575073242188
2012-05-27,16.65354347229004
2012-06-03,17.331876754760742
2012-06-10,17.21246910095215
2012-06-17,17.098146438598633
2012-06-24,17.712970733642578
2012-07-01,18.129629135131836
2012-07-08,18.592016220092773
2012-07-15,18.355737686157227
2012-07-22,18.932453155517578
2012-07-29,18.94007110595703
2012-08-05,18.719039916992188
2012-08-12,18.38859748840332
2012-08-19,18.419246673583984
2012-08-26,18.54440689086914
2012-09-02,18.85603904724121
2012-09-09,19.029739379882812
2012-09-16,19.016963958740234
2012-09-23,18.850934982299805
2012-09-30,19.190650939941406
2012-10-07,19.36435890197754
2012-10-14,19.315820693969727
2012-10-21,19.185544967651367
2012-10-28,18.58783531188965
2012-11-04,18.4703311920166
2012-11-11,17.377084732055664
2012-11-18,17.93137550354004
2012-11-25,18.396259307861328
2012-12-02,18.465229034423828
2012-12-09,17.658443450927734
2012-12-16,17.63275909423828
2012-12-23,17.36564064025879
2012-12-30,17.73807144165039
2013-01-06,17.627622604370117
2013-01-13,17.774028778076172
2013-01-20,17.7226505279541
2013-01-27,18.105369567871094
2013-02-03,18.359647750854492
2013-02-10,17.799713134765625
2013-02-17,18.08225440979004
2013-02-24,18.426424026489258
2013-03-03,18.757761001586914
2013-03-10,18.741777420043945
2013-03-17,19.201919555664062
2013-03-24,19.34410285949707
2013-03-31,19.74736976623535
2013-04-07,20.308332443237305
2013-04-14,20.2385311126709
2013-04-21,20.432409286499023
2013-04-28,20.486705780029297
2013-05-05,20.393634796142578
2013-05-12,20.250696182250977
2013-05-19,20.105058670043945
2013-05-26,19.46272087097168
2013-06-02,19.85020637512207
2013-06-09,19.47052574157715
2013-06-16,19.116844177246094
2013-06-23,19.3717041015625
2013-06-30,19.558944702148438
2013-07-07,20.188283920288086
2013-07-14,20.3053035736084
2013-07-21,20.28449821472168
2013-07-28,20.47954559326172
2013-08-04,19.998441696166992
2013-08-11,19.389911651611328
2013-08-18,19.214609146118164
2013-08-25,19.094266891479492
2013-09-01,18.992225646972656
2013-09-08,19.455320358276367
2013-09-15,19.839923858642578
2013-09-22,19.455320358276367
2013-09-29,19.04716682434082
2013-10-06,19.575681686401367
2013-10-13,19.808530807495117
2013-10-20,19.90534019470215
2013-10-27,20.16436004638672
2013-11-03,20.397212982177734
2013-11-10,20.726882934570312
2013-11-17,20.881242752075195
